transaction_id,branch_id,employee_id,transaction_date,transaction_type,total_amount,source
TXN-A-000317,BR-006,EMP-0020,2026-02-23,SALE,34.36,SOURCE_A
TXN-A-000318,BR-005,EMP-0017,2026-01-07,SALE,422.56,SOURCE_A
TXN-A-000319,BR-009,EMP-0027,2026-01-09,SALE,310.11,SOURCE_A
TXN-A-000320,BR-002,EMP-0005,2026-01-11,SALE,64.65,SOURCE_A
TXN-A-000321,BR-005,EMP-0019,2026-01-05,SALE,124.73,SOURCE_A
TXN-A-000322,BR-006,EMP-0021,2026-03-20,SALE,282.35,SOURCE_A
TXN-A-000323,BR-010,EMP-0017,2026-01-27,SALE,374.32,SOURCE_A
TXN-A-000324,BR-006,EMP-0004,2026-04-21,SALE,356.98,SOURCE_A
TXN-A-000325,BR-002,EMP-0032,2026-04-14,SALE,512.92,SOURCE_A
TXN-A-000326,BR-001,EMP-0014,2026-01-16,SALE,407.75,SOURCE_A
TXN-A-000327,BR-005,EMP-0026,2026-03-16,SALE,517.35,SOURCE_A
TXN-A-000328,BR-009,EMP-0026,2026-02-25,SALE,253.81,SOURCE_A
TXN-A-000329,BR-005,EMP-0008,2026-01-01,SALE,195.35,SOURCE_A
TXN-A-000330,BR-005,EMP-0004,2026-03-01,SALE,139.36,SOURCE_A
TXN-A-000331,BR-001,EMP-0002,2026-04-07,SALE,224.44,SOURCE_A
TXN-A-000332,BR-010,EMP-0017,2026-03-19,SALE,392.68,SOURCE_A
TXN-A-000333,BR-005,EMP-0032,2026-01-26,SALE,208.67,SOURCE_A
TXN-A-000334,BR-009,EMP-0009,2026-02-22,SALE,127.37,SOURCE_A
TXN-A-000335,BR-008,EMP-0012,2026-03-27,SALE,468.57,SOURCE_A
TXN-A-000336,BR-007,EMP-0006,2026-04-27,SALE,116.04,SOURCE_A
TXN-A-000337,BR-008,EMP-0009,2026-01-16,SALE,167.47,SOURCE_A
TXN-A-000338,BR-007,EMP-0011,2026-02-05,SALE,659.37,SOURCE_A
TXN-A-000339,BR-006,EMP-0010,2026-01-28,SALE,556.85,SOURCE_A
TXN-A-000340,BR-001,EMP-0005,2026-03-04,SALE,172.21,SOURCE_A
TXN-A-000341,BR-008,EMP-0016,2026-02-03,SALE,267.34,SOURCE_A
TXN-A-000342,BR-006,EMP-0023,2026-02-12,SALE,229.11,SOURCE_A
TXN-A-000343,BR-006,EMP-0005,2026-04-04,SALE,215.69,SOURCE_A
TXN-A-000344,BR-009,EMP-0018,2026-03-03,SALE,864.94,SOURCE_A
TXN-A-000345,BR-009,EMP-0023,2026-01-10,SALE,530.47,SOURCE_A
TXN-A-000346,BR-004,EMP-0019,2026-04-14,SALE,325.32,SOURCE_A
TXN-A-000347,BR-004,EMP-0008,2026-04-15,SALE,1066.46,SOURCE_A
TXN-A-000348,BR-004,EMP-0003,2026-04-06,SALE,190.3,SOURCE_A
TXN-A-000349,BR-007,EMP-0023,2026-03-25,SALE,115.09,SOURCE_A
TXN-A-000350,BR-009,EMP-0025,2026-01-23,SALE,53.93,SOURCE_A
TXN-A-000351,BR-003,EMP-0024,2026-02-11,SALE,514.61,SOURCE_A
TXN-A-000352,BR-005,EMP-0013,2026-04-21,SALE,676.08,SOURCE_A
TXN-A-000353,BR-007,EMP-0026,2026-02-04,SALE,124.93,SOURCE_A
TXN-A-000354,BR-001,EMP-0012,2026-03-04,SALE,48.8,SOURCE_A
TXN-A-000355,BR-003,EMP-0005,2026-01-11,SALE,410.06,SOURCE_A
TXN-A-000356,BR-009,EMP-0023,2026-04-16,SALE,579.79,SOURCE_A
TXN-A-000357,BR-003,EMP-0010,2026-02-22,SALE,235.36,SOURCE_A
TXN-A-000358,BR-003,EMP-0018,2026-03-06,SALE,175.83,SOURCE_A
TXN-A-000359,BR-004,EMP-0032,2026-03-22,SALE,182.86,SOURCE_A
TXN-A-000360,BR-002,EMP-0023,2026-03-11,SALE,487.54,SOURCE_A
TXN-A-000361,BR-010,EMP-0008,2026-01-16,SALE,514.8,SOURCE_A
TXN-A-000362,BR-010,EMP-0002,2026-03-15,SALE,95.77,SOURCE_A
TXN-A-000363,BR-003,EMP-0022,2026-04-06,SALE,434.89,SOURCE_A
TXN-A-000364,BR-001,EMP-0031,2026-01-05,SALE,431.31,SOURCE_A
TXN-A-000365,BR-009,EMP-0027,2026-02-12,SALE,316.99,SOURCE_A
TXN-A-000366,BR-010,EMP-0028,2026-03-11,SALE,88.52,SOURCE_A
TXN-A-000367,BR-004,EMP-0032,2026-01-27,SALE,168.11,SOURCE_A
TXN-A-000368,BR-006,EMP-0011,2026-01-19,SALE,227.16,SOURCE_A
TXN-A-000369,BR-007,EMP-0025,2026-02-17,SALE,158.31,SOURCE_A
TXN-A-000370,BR-009,EMP-0008,2026-02-16,SALE,178.32,SOURCE_A
TXN-A-000371,BR-009,EMP-0028,2026-01-09,SALE,109.8,SOURCE_A
TXN-A-000372,BR-009,EMP-0018,2026-01-01,SALE,735.53,SOURCE_A
TXN-A-000373,BR-002,EMP-0012,2026-02-10,SALE,177.75,SOURCE_A
TXN-A-000374,BR-005,EMP-0026,2026-03-14,SALE,198.43,SOURCE_A
TXN-A-000375,BR-001,EMP-0012,2026-03-03,SALE,593.23,SOURCE_A
TXN-A-000376,BR-010,EMP-0013,2026-01-27,SALE,136.56,SOURCE_A
TXN-A-000377,BR-001,EMP-0004,2026-04-07,SALE,99.6,SOURCE_A
TXN-A-000378,BR-001,EMP-0016,2026-03-16,SALE,137.03,SOURCE_A
TXN-A-000379,BR-007,EMP-0004,2026-01-07,SALE,271.46,SOURCE_A
TXN-A-000380,BR-008,EMP-0014,2026-04-21,SALE,493.81,SOURCE_A
TXN-A-000381,BR-006,EMP-0018,2026-02-13,SALE,221.33,SOURCE_A
TXN-A-000382,BR-009,EMP-0027,2026-04-27,SALE,346.21,SOURCE_A
TXN-A-000383,BR-007,EMP-0029,2026-02-12,SALE,492.49,SOURCE_A
TXN-A-000384,BR-003,EMP-0020,2026-04-11,SALE,86.61,SOURCE_A
TXN-A-000385,BR-005,EMP-0014,2026-02-23,SALE,357.43,SOURCE_A
TXN-A-000386,BR-008,EMP-0023,2026-02-18,SALE,146.0,SOURCE_A
TXN-A-000387,BR-005,EMP-0008,2026-03-23,SALE,66.76,SOURCE_A
TXN-A-000388,BR-007,EMP-0021,2026-02-16,SALE,167.4,SOURCE_A
TXN-A-000389,BR-008,EMP-0010,2026-03-21,SALE,207.78,SOURCE_A
TXN-A-000390,BR-010,EMP-0027,2026-01-18,SALE,122.25,SOURCE_A
TXN-A-000391,BR-002,EMP-0004,2026-01-07,SALE,251.28,SOURCE_A
TXN-A-000392,BR-003,EMP-0026,2026-01-21,SALE,655.52,SOURCE_A
TXN-A-000393,BR-005,EMP-0029,2026-02-08,SALE,400.65,SOURCE_A
TXN-A-000394,BR-007,EMP-0015,2026-02-21,SALE,211.05,SOURCE_A
TXN-A-000395,BR-005,EMP-0006,2026-02-08,SALE,263.28,SOURCE_A
TXN-A-000396,BR-006,EMP-0005,2026-02-15,SALE,468.3,SOURCE_A
TXN-A-000397,BR-009,EMP-0018,2026-03-16,SALE,7.84,SOURCE_A
TXN-A-000398,BR-006,EMP-0012,2026-02-14,SALE,196.76,SOURCE_A
TXN-A-000399,BR-010,EMP-0005,2026-04-15,SALE,402.48,SOURCE_A
TXN-A-000400,BR-001,EMP-0024,2026-04-25,SALE,255.85,SOURCE_A
TXN-A-000401,BR-005,EMP-0009,2026-02-19,SALE,357.38,SOURCE_A
TXN-A-000402,BR-006,EMP-0008,2026-04-15,SALE,310.98,SOURCE_A
TXN-A-000403,BR-002,EMP-0014,2026-02-11,SALE,194.78,SOURCE_A
TXN-A-000404,BR-001,EMP-0026,2026-04-04,SALE,295.34,SOURCE_A
TXN-A-000405,BR-004,EMP-0028,2026-02-19,SALE,228.72,SOURCE_A
TXN-A-000406,BR-007,EMP-0031,2026-04-22,SALE,355.73,SOURCE_A
TXN-A-000407,BR-005,EMP-0005,2026-03-24,SALE,198.19,SOURCE_A
TXN-A-000408,BR-004,EMP-0025,2026-01-27,SALE,14.31,SOURCE_A
TXN-A-000409,BR-002,EMP-0020,2026-04-03,SALE,547.21,SOURCE_A
TXN-A-000410,BR-006,EMP-0008,2026-01-01,SALE,189.1,SOURCE_A
TXN-A-000411,BR-009,EMP-0027,2026-03-02,SALE,446.36,SOURCE_A
TXN-A-000412,BR-005,EMP-0026,2026-01-03,SALE,463.47,SOURCE_A
TXN-A-000413,BR-004,EMP-0028,2026-01-11,SALE,90.85,SOURCE_A
TXN-A-000414,BR-010,EMP-0012,2026-01-23,SALE,335.57,SOURCE_A
TXN-A-000415,BR-007,EMP-0021,2026-02-08,SALE,131.12,SOURCE_A
TXN-A-000416,BR-005,EMP-0004,2026-02-05,SALE,144.4,SOURCE_A
TXN-A-000417,BR-007,EMP-0020,2026-04-02,SALE,419.42,SOURCE_A
TXN-A-000418,BR-002,EMP-0029,2026-04-25,SALE,608.53,SOURCE_A
TXN-A-000419,BR-008,EMP-0006,2026-01-20,SALE,214.79,SOURCE_A
TXN-A-000420,BR-001,EMP-0025,2026-04-10,SALE,311.97,SOURCE_A
TXN-A-000421,BR-006,EMP-0030,2026-03-16,SALE,11.13,SOURCE_A
TXN-A-000422,BR-007,EMP-0027,2026-01-28,SALE,333.73,SOURCE_A
TXN-A-000423,BR-004,EMP-0023,2026-04-26,SALE,630.3,SOURCE_A
TXN-A-000424,BR-003,EMP-0001,2026-04-20,SALE,19.23,SOURCE_A
TXN-A-000425,BR-009,EMP-0028,2026-03-26,SALE,646.19,SOURCE_A
TXN-A-000426,BR-007,EMP-0029,2026-01-13,SALE,255.12,SOURCE_A
TXN-A-000427,BR-002,EMP-0015,2026-01-17,SALE,166.79,SOURCE_A
TXN-A-000428,BR-002,EMP-0020,2026-02-22,SALE,895.01,SOURCE_A
TXN-A-000429,BR-004,EMP-0021,2026-02-24,SALE,152.2,SOURCE_A
TXN-A-000430,BR-001,EMP-0028,2026-03-19,SALE,562.52,SOURCE_A
TXN-A-000431,BR-005,EMP-0027,2026-02-25,SALE,117.4,SOURCE_A
TXN-A-000432,BR-009,EMP-0008,2026-03-19,SALE,624.18,SOURCE_A
TXN-A-000433,BR-002,EMP-0010,2026-02-13,SALE,320.8,SOURCE_A
TXN-A-000434,BR-009,EMP-0015,2026-02-13,SALE,294.15,SOURCE_A
TXN-A-000435,BR-009,EMP-0031,2026-01-28,SALE,9.98,SOURCE_A
TXN-A-000436,BR-001,EMP-0012,2026-04-01,SALE,371.86,SOURCE_A
TXN-A-000437,BR-005,EMP-0031,2026-02-23,SALE,43.05,SOURCE_A
TXN-A-000438,BR-009,EMP-0023,2026-04-18,SALE,61.09,SOURCE_A
TXN-A-000439,BR-006,EMP-0027,2026-02-07,SALE,18.92,SOURCE_A
TXN-A-000440,BR-008,EMP-0027,2026-03-07,SALE,203.19,SOURCE_A
TXN-A-000441,BR-003,EMP-0026,2026-01-21,SALE,380.64,SOURCE_A
TXN-A-000442,BR-010,EMP-0025,2026-01-14,SALE,615.92,SOURCE_A
TXN-A-000443,BR-010,EMP-0014,2026-02-01,SALE,894.53,SOURCE_A
TXN-A-000444,BR-004,EMP-0020,2026-02-05,SALE,110.67,SOURCE_A
TXN-A-000445,BR-009,EMP-0001,2026-01-18,SALE,847.74,SOURCE_A
TXN-A-000446,BR-004,EMP-0005,2026-04-17,SALE,232.95,SOURCE_A
TXN-A-000447,BR-007,EMP-0008,2026-03-27,SALE,108.84,SOURCE_A
TXN-A-000448,BR-003,EMP-0018,2026-02-20,SALE,642.72,SOURCE_A
TXN-A-000449,BR-009,EMP-0025,2026-02-04,SALE,497.67,SOURCE_A
TXN-A-000450,BR-009,EMP-0007,2026-01-17,SALE,441.87,SOURCE_A
TXN-A-000451,BR-005,EMP-0023,2026-03-22,SALE,789.11,SOURCE_A
TXN-A-000452,BR-001,EMP-0031,2026-04-12,SALE,285.81,SOURCE_A
TXN-A-000453,BR-004,EMP-0018,2026-03-13,SALE,207.53,SOURCE_A
TXN-A-000454,BR-009,EMP-0012,2026-04-25,SALE,600.02,SOURCE_A
TXN-A-000455,BR-009,EMP-0023,2026-03-25,SALE,910.32,SOURCE_A
TXN-A-000456,BR-007,EMP-0008,2026-01-15,SALE,22.83,SOURCE_A
TXN-A-000457,BR-004,EMP-0020,2026-01-19,SALE,222.3,SOURCE_A
TXN-A-000458,BR-002,EMP-0030,2026-03-25,SALE,12.87,SOURCE_A
TXN-A-000459,BR-004,EMP-0029,2026-03-22,SALE,490.33,SOURCE_A
TXN-A-000460,BR-006,EMP-0032,2026-01-04,SALE,120.34,SOURCE_A
TXN-A-000461,BR-006,EMP-0013,2026-01-21,SALE,435.17,SOURCE_A
TXN-A-000462,BR-001,EMP-0009,2026-01-02,SALE,273.4,SOURCE_A
TXN-A-000463,BR-005,EMP-0012,2026-02-25,SALE,176.62,SOURCE_A
TXN-A-000464,BR-004,EMP-0016,2026-03-04,SALE,113.2,SOURCE_A
TXN-A-000465,BR-002,EMP-0020,2026-03-07,SALE,745.33,SOURCE_A
TXN-A-000466,BR-009,EMP-0012,2026-02-20,SALE,50.87,SOURCE_A
TXN-A-000467,BR-009,EMP-0030,2026-04-10,SALE,827.3,SOURCE_A
TXN-A-000468,BR-006,EMP-0021,2026-02-24,SALE,40.7,SOURCE_A
TXN-A-000469,BR-006,EMP-0001,2026-03-18,SALE,55.34,SOURCE_A
TXN-A-000470,BR-003,EMP-0019,2026-03-01,SALE,806.31,SOURCE_A
TXN-A-000471,BR-003,EMP-0001,2026-01-21,SALE,66.0,SOURCE_A
TXN-A-000472,BR-008,EMP-0011,2026-02-12,SALE,216.71,SOURCE_A
TXN-A-000473,BR-003,EMP-0006,2026-02-20,SALE,161.29,SOURCE_A
TXN-A-000474,BR-001,EMP-0029,2026-01-28,SALE,297.92,SOURCE_A
TXN-A-000475,BR-007,EMP-0014,2026-01-20,SALE,227.78,SOURCE_A
TXN-A-000476,BR-003,EMP-0027,2026-03-11,SALE,94.88,SOURCE_A
TXN-A-000477,BR-004,EMP-0030,2026-01-23,SALE,249.54,SOURCE_A
TXN-A-000478,BR-007,EMP-0005,2026-01-09,SALE,117.35,SOURCE_A
TXN-A-000479,BR-003,EMP-0027,2026-04-26,SALE,650.86,SOURCE_A
TXN-A-000480,BR-010,EMP-0006,2026-04-24,SALE,7.09,SOURCE_A
TXN-A-000481,BR-005,EMP-0006,2026-02-08,SALE,57.05,SOURCE_A
TXN-A-000482,BR-001,EMP-0018,2026-03-12,SALE,125.7,SOURCE_A
TXN-A-000483,BR-008,EMP-0023,2026-04-08,SALE,664.73,SOURCE_A
TXN-A-000484,BR-001,EMP-0010,2026-03-21,SALE,262.73,SOURCE_A
TXN-A-000485,BR-004,EMP-0028,2026-03-08,SALE,157.37,SOURCE_A
TXN-A-000486,BR-008,EMP-0010,2026-02-22,SALE,389.98,SOURCE_A
TXN-A-000487,BR-004,EMP-0028,2026-01-11,SALE,74.44,SOURCE_A
TXN-A-000488,BR-005,EMP-0011,2026-02-16,SALE,106.61,SOURCE_A
TXN-A-000489,BR-009,EMP-0011,2026-03-03,SALE,331.4,SOURCE_A
TXN-A-000490,BR-006,EMP-0027,2026-03-10,SALE,97.78,SOURCE_A
TXN-A-000491,BR-002,EMP-0028,2026-01-18,SALE,547.39,SOURCE_A
TXN-A-000492,BR-001,EMP-0018,2026-04-13,SALE,135.62,SOURCE_A
TXN-A-000493,BR-006,EMP-0011,2026-02-02,SALE,589.03,SOURCE_A
TXN-A-000494,BR-006,EMP-0027,2026-04-17,SALE,327.73,SOURCE_A
TXN-A-000495,BR-007,EMP-0002,2026-02-06,SALE,1129.46,SOURCE_A
TXN-A-000496,BR-006,EMP-0011,2026-02-20,SALE,54.5,SOURCE_A
TXN-A-000497,BR-010,EMP-0012,2026-03-22,SALE,92.33,SOURCE_A
TXN-A-000498,BR-003,EMP-0011,2026-01-09,SALE,56.54,SOURCE_A
TXN-A-000499,BR-001,EMP-0020,2026-04-05,SALE,160.51,SOURCE_A
TXN-A-000500,BR-004,EMP-0026,2026-03-27,SALE,190.0,SOURCE_A
TXN-A-000501,BR-007,EMP-0018,2026-04-08,SALE,239.17,SOURCE_A
TXN-A-000502,BR-003,EMP-0013,2026-03-03,SALE,121.25,SOURCE_A
TXN-A-000503,BR-010,EMP-0007,2026-02-19,SALE,304.65,SOURCE_A
TXN-A-000504,BR-007,EMP-0010,2026-03-06,SALE,677.81,SOURCE_A
TXN-A-000505,BR-006,EMP-0032,2026-02-05,SALE,189.44,SOURCE_A
TXN-A-000506,BR-010,EMP-0022,2026-01-15,SALE,246.34,SOURCE_A
TXN-A-000507,BR-006,EMP-0007,2026-04-05,SALE,42.64,SOURCE_A
TXN-A-000508,BR-003,EMP-0017,2026-04-04,SALE,261.68,SOURCE_A
TXN-A-000509,BR-005,EMP-0030,2026-04-21,SALE,435.57,SOURCE_A
TXN-A-000510,BR-008,EMP-0002,2026-02-17,SALE,467.13,SOURCE_A
TXN-A-000511,BR-004,EMP-0023,2026-03-03,SALE,392.72,SOURCE_A
TXN-A-000512,BR-002,EMP-0020,2026-02-20,SALE,294.43,SOURCE_A
TXN-A-000513,BR-001,EMP-0001,2026-03-12,SALE,370.79,SOURCE_A
TXN-A-000514,BR-010,EMP-0022,2026-03-02,SALE,90.85,SOURCE_A
TXN-A-000515,BR-006,EMP-0008,2026-04-26,SALE,272.09,SOURCE_A
TXN-A-000516,BR-003,EMP-0012,2026-04-22,SALE,11.37,SOURCE_A
TXN-A-000517,BR-010,EMP-0023,2026-03-18,SALE,22.18,SOURCE_A
TXN-A-000518,BR-007,EMP-0001,2026-03-22,SALE,176.97,SOURCE_A
TXN-A-000519,BR-004,EMP-0017,2026-04-27,SALE,159.58,SOURCE_A
TXN-A-000520,BR-001,EMP-0032,2026-01-09,SALE,330.61,SOURCE_A
TXN-A-000521,BR-004,EMP-0015,2026-02-12,SALE,241.65,SOURCE_A
TXN-A-000522,BR-007,EMP-0019,2026-01-13,SALE,53.73,SOURCE_A
TXN-A-000523,BR-007,EMP-0025,2026-01-13,SALE,112.26,SOURCE_A
TXN-A-000524,BR-003,EMP-0008,2026-02-05,SALE,541.41,SOURCE_A
TXN-A-000525,BR-001,EMP-0009,2026-03-24,SALE,302.73,SOURCE_A
TXN-A-000526,BR-004,EMP-0021,2026-03-26,SALE,178.23,SOURCE_A
TXN-A-000527,BR-002,EMP-0030,2026-04-14,SALE,188.77,SOURCE_A
TXN-A-000528,BR-004,EMP-0010,2026-04-01,SALE,192.36,SOURCE_A
TXN-A-000529,BR-002,EMP-0029,2026-02-01,SALE,876.18,SOURCE_A
TXN-A-000530,BR-001,EMP-0002,2026-04-11,SALE,37.36,SOURCE_A
TXN-A-000531,BR-009,EMP-0012,2026-02-15,SALE,12.84,SOURCE_A
TXN-A-000532,BR-006,EMP-0029,2026-02-01,SALE,43.15,SOURCE_A
TXN-A-000533,BR-006,EMP-0010,2026-01-05,SALE,159.04,SOURCE_A
TXN-A-000534,BR-010,EMP-0014,2026-02-21,SALE,340.75,SOURCE_A
TXN-A-000535,BR-002,EMP-0002,2026-04-14,SALE,391.02,SOURCE_A
TXN-A-000536,BR-007,EMP-0011,2026-03-07,SALE,382.49,SOURCE_A
TXN-A-000537,BR-008,EMP-0026,2026-04-14,SALE,232.94,SOURCE_A
TXN-A-000538,BR-006,EMP-0005,2026-02-27,SALE,107.74,SOURCE_A
TXN-A-000539,BR-004,EMP-0011,2026-03-19,SALE,255.23,SOURCE_A
TXN-A-000540,BR-006,EMP-0025,2026-03-24,SALE,492.52,SOURCE_A
TXN-A-000541,BR-005,EMP-0025,2026-02-02,SALE,564.61,SOURCE_A
TXN-A-000542,BR-002,EMP-0005,2026-03-24,SALE,66.43,SOURCE_A
TXN-A-000543,BR-010,EMP-0022,2026-03-06,SALE,139.1,SOURCE_A
TXN-A-000544,BR-002,EMP-0004,2026-02-13,SALE,266.41,SOURCE_A
TXN-A-000545,BR-009,EMP-0026,2026-03-17,SALE,591.72,SOURCE_A
TXN-A-000546,BR-005,EMP-0003,2026-01-06,SALE,302.88,SOURCE_A
TXN-A-000547,BR-002,EMP-0021,2026-01-06,SALE,105.08,SOURCE_A
TXN-A-000548,BR-002,EMP-0017,2026-04-15,SALE,112.02,SOURCE_A
TXN-A-000549,BR-009,EMP-0001,2026-04-25,SALE,221.33,SOURCE_A
TXN-A-000550,BR-009,EMP-0022,2026-04-24,SALE,190.32,SOURCE_A
TXN-A-000551,BR-003,EMP-0006,2026-02-17,SALE,460.32,SOURCE_A
TXN-A-000552,BR-003,EMP-0031,2026-04-07,SALE,105.83,SOURCE_A
TXN-A-000553,BR-003,EMP-0002,2026-03-20,SALE,164.26,SOURCE_A
TXN-A-000554,BR-010,EMP-0010,2026-04-14,SALE,919.2,SOURCE_A
TXN-A-000555,BR-006,EMP-0019,2026-03-03,SALE,737.58,SOURCE_A
TXN-A-000556,BR-002,EMP-0010,2026-04-16,SALE,117.39,SOURCE_A
TXN-A-000557,BR-009,EMP-0006,2026-03-05,SALE,488.35,SOURCE_A
TXN-A-000558,BR-007,EMP-0019,2026-04-24,SALE,49.64,SOURCE_A
TXN-A-000559,BR-006,EMP-0017,2026-02-28,SALE,742.92,SOURCE_A
TXN-A-000560,BR-005,EMP-0006,2026-03-16,SALE,429.69,SOURCE_A
TXN-A-000561,BR-010,EMP-0027,2026-01-28,SALE,164.91,SOURCE_A
TXN-A-000562,BR-006,EMP-0001,2026-04-12,SALE,74.75,SOURCE_A
TXN-A-000563,BR-005,EMP-0031,2026-01-19,SALE,955.29,SOURCE_A
TXN-A-000564,BR-010,EMP-0030,2026-04-11,SALE,413.14,SOURCE_A
TXN-A-000565,BR-004,EMP-0015,2026-03-27,SALE,85.4,SOURCE_A
TXN-A-000566,BR-002,EMP-0027,2026-01-09,SALE,267.93,SOURCE_A
TXN-A-000567,BR-003,EMP-0003,2026-04-22,SALE,864.54,SOURCE_A
TXN-A-000568,BR-007,EMP-0003,2026-01-13,SALE,155.18,SOURCE_A
TXN-A-000569,BR-002,EMP-0026,2026-04-03,SALE,126.44,SOURCE_A
TXN-A-000570,BR-010,EMP-0012,2026-02-11,SALE,115.23,SOURCE_A
TXN-A-000571,BR-004,EMP-0008,2026-01-12,SALE,805.39,SOURCE_A
TXN-A-000572,BR-005,EMP-0030,2026-04-01,SALE,114.48,SOURCE_A
TXN-A-000573,BR-001,EMP-0029,2026-02-28,SALE,139.94,SOURCE_A
TXN-A-000574,BR-007,EMP-0024,2026-02-14,SALE,288.64,SOURCE_A
TXN-A-000575,BR-006,EMP-0003,2026-02-24,SALE,74.8,SOURCE_A
TXN-A-000576,BR-009,EMP-0027,2026-03-13,SALE,624.13,SOURCE_A
TXN-A-000577,BR-005,EMP-0029,2026-03-18,SALE,438.86,SOURCE_A
TXN-A-000578,BR-002,EMP-0007,2026-03-18,SALE,830.41,SOURCE_A
TXN-A-000579,BR-002,EMP-0029,2026-01-12,SALE,845.52,SOURCE_A
TXN-A-000580,BR-009,EMP-0022,2026-01-13,SALE,63.0,SOURCE_A
TXN-A-000581,BR-008,EMP-0009,2026-04-06,SALE,178.4,SOURCE_A
TXN-A-000582,BR-003,EMP-0012,2026-02-15,SALE,146.77,SOURCE_A
TXN-A-000583,BR-003,EMP-0028,2026-01-01,SALE,180.26,SOURCE_A
TXN-A-000584,BR-003,EMP-0009,2026-04-03,SALE,162.16,SOURCE_A
TXN-A-000585,BR-005,EMP-0015,2026-02-08,SALE,515.73,SOURCE_A
TXN-A-000586,BR-008,EMP-0007,2026-02-01,SALE,51.98,SOURCE_A
TXN-A-000587,BR-002,EMP-0029,2026-02-25,SALE,128.84,SOURCE_A
TXN-A-000588,BR-005,EMP-0020,2026-04-03,SALE,65.53,SOURCE_A
TXN-A-000589,BR-002,EMP-0017,2026-02-25,SALE,142.89,SOURCE_A
TXN-A-000590,BR-006,EMP-0018,2026-01-15,SALE,32.6,SOURCE_A
TXN-A-000591,BR-001,EMP-0030,2026-01-08,SALE,88.28,SOURCE_A
TXN-A-000592,BR-006,EMP-0006,2026-01-19,SALE,83.88,SOURCE_A
TXN-A-000593,BR-009,EMP-0012,2026-01-26,SALE,214.77,SOURCE_A
TXN-A-000594,BR-010,EMP-0026,2026-02-23,SALE,191.58,SOURCE_A
TXN-A-000595,BR-003,EMP-0007,2026-01-26,SALE,158.11,SOURCE_A
TXN-A-000596,BR-002,EMP-0014,2026-04-21,SALE,102.16,SOURCE_A
TXN-A-000597,BR-008,EMP-0027,2026-04-09,SALE,160.97,SOURCE_A
TXN-A-000598,BR-001,EMP-0006,2026-02-18,SALE,71.64,SOURCE_A
TXN-A-000599,BR-007,EMP-0028,2026-04-20,SALE,60.0,SOURCE_A
TXN-A-000600,BR-004,EMP-0020,2026-01-23,SALE,842.51,SOURCE_A
TXN-A-000601,BR-010,EMP-0018,2026-04-05,SALE,332.46,SOURCE_A
TXN-A-000602,BR-002,EMP-0004,2026-01-24,SALE,412.41,SOURCE_A
TXN-A-000603,BR-006,EMP-0017,2026-02-25,SALE,23.55,SOURCE_A
TXN-A-000604,BR-004,EMP-0007,2026-04-14,SALE,424.78,SOURCE_A
TXN-A-000605,BR-001,EMP-0027,2026-03-09,SALE,158.44,SOURCE_A
TXN-A-000606,BR-003,EMP-0015,2026-02-09,SALE,225.42,SOURCE_A
TXN-A-000607,BR-006,EMP-0013,2026-04-16,SALE,219.77,SOURCE_A
TXN-A-000608,BR-003,EMP-0023,2026-01-12,SALE,521.59,SOURCE_A
TXN-A-000609,BR-010,EMP-0025,2026-01-15,SALE,75.52,SOURCE_A
TXN-A-000610,BR-003,EMP-0013,2026-01-03,SALE,349.6,SOURCE_A
TXN-A-000611,BR-002,EMP-0020,2026-02-11,SALE,658.08,SOURCE_A
TXN-A-000612,BR-004,EMP-0018,2026-04-28,SALE,639.09,SOURCE_A
TXN-A-000613,BR-006,EMP-0009,2026-03-23,SALE,356.85,SOURCE_A
TXN-A-000614,BR-001,EMP-0009,2026-03-05,SALE,118.33,SOURCE_A
TXN-A-000615,BR-005,EMP-0005,2026-03-19,SALE,161.96,SOURCE_A
TXN-A-000616,BR-006,EMP-0019,2026-03-08,SALE,540.12,SOURCE_A
TXN-A-000617,BR-008,EMP-0013,2026-01-25,SALE,202.26,SOURCE_A
TXN-A-000618,BR-002,EMP-0028,2026-02-21,SALE,305.16,SOURCE_A
TXN-A-000619,BR-004,EMP-0009,2026-04-22,SALE,38.78,SOURCE_A
TXN-A-000620,BR-010,EMP-0008,2026-03-06,SALE,22.58,SOURCE_A
TXN-A-000621,BR-009,EMP-0013,2026-02-26,SALE,177.63,SOURCE_A
TXN-A-000622,BR-008,EMP-0011,2026-04-13,SALE,463.04,SOURCE_A
TXN-A-000623,BR-008,EMP-0012,2026-04-01,SALE,1045.75,SOURCE_A
TXN-A-000624,BR-006,EMP-0002,2026-02-03,SALE,563.24,SOURCE_A
TXN-A-000625,BR-009,EMP-0028,2026-02-24,SALE,839.71,SOURCE_A
TXN-A-000626,BR-003,EMP-0031,2026-02-20,SALE,64.26,SOURCE_A
TXN-A-000627,BR-009,EMP-0019,2026-01-27,SALE,56.74,SOURCE_A
TXN-A-000628,BR-004,EMP-0027,2026-04-14,SALE,859.62,SOURCE_A
TXN-A-000629,BR-005,EMP-0009,2026-03-19,SALE,232.59,SOURCE_A
TXN-A-000630,BR-010,EMP-0025,2026-04-07,SALE,418.9,SOURCE_A
TXN-A-000631,BR-003,EMP-0002,2026-01-11,SALE,229.51,SOURCE_A
TXN-A-000632,BR-009,EMP-0025,2026-03-25,SALE,180.46,SOURCE_A
TXN-A-000633,BR-009,EMP-0007,2026-01-25,SALE,284.28,SOURCE_A
