line_id,transaction_id,product_id,product_code,barcode,product_name,generic_name,quantity,unit_price,amount,reference_id,source
TXN-A-000614-L1227,TXN-A-000614,PRD-0065,PC-AUR0065,2000000006505,AURORA Charging Dock 3 V,Charging Dock 3 V,6.94,17.05,118.33,TXN-B-000614,SOURCE_A
TXN-A-000615-L1229,TXN-A-000615,PRD-0046,PC-ZEN0046,2000000004600,ZENITH Tape Dispenser 250 ML,Tape Dispenser 250 ML,5.83,27.78,161.96,TXN-B-000615,SOURCE_A
TXN-A-000616-L1231,TXN-A-000616,PRD-0067,PC-ZEN0067,2000000006703,ZENITH HDMI Cable 1 KG,HDMI Cable 1 KG,9.4,57.46,540.12,TXN-B-000616,SOURCE_A
TXN-A-000617-L1233,TXN-A-000617,PRD-0067,PC-ZEN0067,2000000006703,ZENITH HDMI Cable 1 KG,HDMI Cable 1 KG,3.52,57.46,202.26,TXN-B-000617,SOURCE_A
TXN-A-000618-L1235,TXN-A-000618,PRD-0017,PC-AUR0017,2000000001708,AURORA Surface Wipes 9 V,Surface Wipes 9 V,3.78,80.73,305.16,TXN-B-000618,SOURCE_A
TXN-A-000619-L1237,TXN-A-000619,PRD-0128,PC-AUR0128,2000000012803,AURORA Colored Pencil Set 5 W,Colored Pencil Set 5 W,1.57,24.7,38.78,TXN-B-000619,SOURCE_A
TXN-A-000620-L1239,TXN-A-000620,PRD-0013,PC-ZEN0013,2000000001302,ZENITH Fabric Softener 1 L,Fabric Softener 1 L,2.34,9.65,22.58,TXN-B-000620,SOURCE_A
TXN-A-000621-L1241,TXN-A-000621,PRD-0142,PC-ZEN0142,2000000014203,ZENITH Marker Set 750 ML,Marker Set 750 ML,5.26,33.77,177.63,TXN-B-000621,SOURCE_A
TXN-A-000622-L1243,TXN-A-000622,PRD-0066,PC-NEX0066,2000000006604,NEXUS Charging Dock 5000 MAH,Charging Dock 5000 MAH,8.39,55.19,463.04,TXN-B-000622,SOURCE_A
TXN-A-000623-L1245,TXN-A-000623,PRD-0077,PC-AUR0077,2000000007700,AURORA Shampoo 1 KG,Shampoo 1 KG,9.81,106.6,1045.75,TXN-B-000623,SOURCE_A
TXN-A-000624-L1247,TXN-A-000624,PRD-0137,PC-AUR0137,2000000013701,AURORA Scissors 100 MG,Scissors 100 MG,5.99,94.03,563.24,TXN-B-000624,SOURCE_A
TXN-A-000625-L1249,TXN-A-000625,PRD-0085,PC-ZEN0085,2000000008509,ZENITH Deodorant 200 G,Deodorant 200 G,9.72,86.39,839.71,TXN-B-000625,SOURCE_A
TXN-A-000626-L1251,TXN-A-000626,PRD-0121,PC-ZEN0121,2000000012100,ZENITH Notebook 1 L,Notebook 1 L,3.0,21.42,64.26,TXN-B-000626,SOURCE_A
TXN-A-000627-L1253,TXN-A-000627,PRD-0098,PC-AUR0098,2000000009803,AURORA Cutting Board 10 IN,Cutting Board 10 IN,3.32,17.09,56.74,TXN-B-000627,SOURCE_A
TXN-A-000628-L1255,TXN-A-000628,PRD-0112,PC-ZEN0112,2000000011202,ZENITH Kitchen Towel 30 CM,Kitchen Towel 30 CM,8.55,100.54,859.62,TXN-B-000628,SOURCE_A
TXN-A-000629-L1257,TXN-A-000629,PRD-0048,PC-NEX0048,2000000004808,NEXUS Tape Dispenser 3 V,Tape Dispenser 3 V,3.62,64.25,232.59,TXN-B-000629,SOURCE_A
TXN-A-000630-L1259,TXN-A-000630,PRD-0062,PC-AUR0062,2000000006208,AURORA Battery Pack 2000 MAH,Battery Pack 2000 MAH,5.98,70.05,418.9,TXN-B-000630,SOURCE_A
TXN-A-000631-L1261,TXN-A-000631,PRD-0060,PC-NEX0060,2000000006000,NEXUS Screen Protector 10 IN,Screen Protector 10 IN,2.69,85.32,229.51,TXN-B-000631,SOURCE_A
TXN-A-000632-L1263,TXN-A-000632,PRD-0141,PC-NEX0141,2000000014104,NEXUS Eraser Pack 3 V,Eraser Pack 3 V,5.19,34.77,180.46,TXN-B-000632,SOURCE_A
TXN-A-000633-L1265,TXN-A-000633,PRD-0015,PC-NEX0015,2000000001500,NEXUS Fabric Softener 200 G,Fabric Softener 200 G,6.0,47.38,284.28,TXN-B-000633,SOURCE_A
TXN-A-000634-L1267,TXN-A-000634,PRD-0047,PC-AUR0047,2000000004709,AURORA Tape Dispenser 45 CM,Tape Dispenser 45 CM,6.05,2.08,12.58,TXN-B-000634,SOURCE_A
TXN-A-000635-L1269,TXN-A-000635,PRD-0009,PC-NEX0009,2000000000909,NEXUS Dish Liquid 10 W,Dish Liquid 10 W,3.74,102.05,381.67,TXN-B-000635,SOURCE_A
TXN-A-000636-L1271,TXN-A-000636,PRD-0051,PC-NEX0051,2000000005102,NEXUS USB Cable 500 MG,USB Cable 500 MG,1.48,94.26,139.5,TXN-B-000636,SOURCE_A
TXN-A-000637-L1273,TXN-A-000637,PRD-0058,PC-ZEN0058,2000000005805,ZENITH Screen Protector 3 V,Screen Protector 3 V,8.38,72.97,611.49,TXN-B-000637,SOURCE_A
TXN-A-000638-L1275,TXN-A-000638,PRD-0014,PC-AUR0014,2000000001401,AURORA Fabric Softener 250 MG,Fabric Softener 250 MG,2.32,111.99,259.82,TXN-B-000638,SOURCE_A
TXN-A-000639-L1277,TXN-A-000639,PRD-0124,PC-ZEN0124,2000000012407,ZENITH Sketch Pad 500 MG,Sketch Pad 500 MG,5.19,47.5,246.53,TXN-B-000639,SOURCE_A
TXN-A-000640-L1279,TXN-A-000640,PRD-0123,PC-NEX0123,2000000012308,NEXUS Notebook 3 V,Notebook 3 V,3.67,15.38,56.44,TXN-B-000640,SOURCE_A
TXN-A-000641-L1281,TXN-A-000641,PRD-0121,PC-ZEN0121,2000000012100,ZENITH Notebook 1 L,Notebook 1 L,5.17,21.42,110.74,TXN-B-000641,SOURCE_A
TXN-A-000642-L1283,TXN-A-000642,PRD-0032,PC-AUR0032,2000000003207,AURORA Binder Clip Box 3 V,Binder Clip Box 3 V,9.09,78.97,717.84,TXN-B-000642,SOURCE_A
TXN-A-000643-L1285,TXN-A-000643,PRD-0025,PC-ZEN0025,2000000002507,ZENITH Ballpoint Pen 1 KG,Ballpoint Pen 1 KG,6.23,37.08,231.01,TXN-B-000643,SOURCE_A
TXN-A-000644-L1287,TXN-A-000644,PRD-0082,PC-ZEN0082,2000000008202,ZENITH Toothpaste 500 MG,Toothpaste 500 MG,9.31,92.36,859.87,TXN-B-000644,SOURCE_A
TXN-A-000645-L1289,TXN-A-000645,PRD-0063,PC-NEX0063,2000000006307,NEXUS Battery Pack 10 W,Battery Pack 10 W,9.93,96.31,956.36,TXN-B-000645,SOURCE_A
TXN-A-000646-L1291,TXN-A-000646,PRD-0028,PC-ZEN0028,2000000002804,ZENITH Highlighter Set 500 ML,Highlighter Set 500 ML,3.75,113.36,425.1,TXN-B-000646,SOURCE_A
TXN-A-000647-L1293,TXN-A-000647,PRD-0073,PC-ZEN0073,2000000007304,ZENITH Hand Soap 250 MG,Hand Soap 250 MG,3.8,22.6,85.88,TXN-B-000647,SOURCE_A
TXN-A-000648-L1295,TXN-A-000648,PRD-0105,PC-NEX0105,2000000010502,NEXUS Measuring Cup 100 G,Measuring Cup 100 G,9.18,109.25,1002.91,TXN-B-000648,SOURCE_A
TXN-A-000649-L1297,TXN-A-000649,PRD-0006,PC-NEX0006,2000000000602,NEXUS Glass Spray 9 V,Glass Spray 9 V,5.55,84.09,466.7,TXN-B-000649,SOURCE_A
TXN-A-000650-L1299,TXN-A-000650,PRD-0148,PC-ZEN0148,2000000014807,ZENITH Wrench Set 30 CM,Wrench Set 30 CM,8.7,116.97,1017.64,TXN-B-000650,SOURCE_A
TXN-A-000651-L1301,TXN-A-000651,PRD-0129,PC-NEX0129,2000000012902,NEXUS Colored Pencil Set 750 ML,Colored Pencil Set 750 ML,5.81,94.86,551.14,TXN-B-000651,SOURCE_A
TXN-A-000652-L1303,TXN-A-000652,PRD-0033,PC-NEX0033,2000000003306,NEXUS Binder Clip Box 45 CM,Binder Clip Box 45 CM,1.77,21.96,38.87,TXN-B-000652,SOURCE_A
TXN-A-000653-L1305,TXN-A-000653,PRD-0036,PC-NEX0036,2000000003603,NEXUS Stapler 1.5 L,Stapler 1.5 L,6.04,113.16,683.49,TXN-B-000653,SOURCE_A
TXN-A-000654-L1307,TXN-A-000654,PRD-0130,PC-ZEN0130,2000000013008,ZENITH Ruler Set 45 CM,Ruler Set 45 CM,9.29,90.87,844.18,TXN-B-000654,SOURCE_A
TXN-A-000655-L1309,TXN-A-000655,PRD-0063,PC-NEX0063,2000000006307,NEXUS Battery Pack 10 W,Battery Pack 10 W,3.18,96.31,306.27,TXN-B-000655,SOURCE_A
TXN-A-000656-L1311,TXN-A-000656,PRD-0078,PC-NEX0078,2000000007809,NEXUS Shampoo 500 ML,Shampoo 500 ML,2.72,118.47,322.24,TXN-B-000656,SOURCE_A
TXN-A-000657-L1313,TXN-A-000657,PRD-0055,PC-ZEN0055,2000000005508,ZENITH Phone Case 250 MG,Phone Case 250 MG,4.87,52.62,256.26,TXN-B-000657,SOURCE_A
TXN-A-000658-L1315,TXN-A-000658,PRD-0009,PC-NEX0009,2000000000909,NEXUS Dish Liquid 10 W,Dish Liquid 10 W,4.13,102.05,421.47,TXN-B-000658,SOURCE_A
TXN-A-000659-L1317,TXN-A-000659,PRD-0101,PC-AUR0101,2000000010106,AURORA Mixing Bowl Set 100 MG,Mixing Bowl Set 100 MG,8.83,113.58,1002.91,TXN-B-000659,SOURCE_A
TXN-A-000660-L1319,TXN-A-000660,PRD-0084,PC-NEX0084,2000000008400,NEXUS Toothpaste 15 W,Toothpaste 15 W,5.29,33.06,174.89,TXN-B-000660,SOURCE_A
TXN-A-000661-L1321,TXN-A-000661,PRD-0060,PC-NEX0060,2000000006000,NEXUS Screen Protector 10 IN,Screen Protector 10 IN,9.41,85.32,802.86,TXN-B-000661,SOURCE_A
TXN-A-000662-L1323,TXN-A-000662,PRD-0096,PC-NEX0096,2000000009605,NEXUS Lotion 1 KG,Lotion 1 KG,9.07,25.67,232.83,TXN-B-000662,SOURCE_A
TXN-A-000663-L1325,TXN-A-000663,PRD-0064,PC-ZEN0064,2000000006406,ZENITH Charging Dock 15 W,Charging Dock 15 W,10.0,60.18,601.8,TXN-B-000663,SOURCE_A
TXN-A-000664-L1327,TXN-A-000664,PRD-0015,PC-NEX0015,2000000001500,NEXUS Fabric Softener 200 G,Fabric Softener 200 G,4.46,47.38,211.31,TXN-B-000664,SOURCE_A
TXN-A-000665-L1329,TXN-A-000665,PRD-0127,PC-ZEN0127,2000000012704,ZENITH Colored Pencil Set 50 G,Colored Pencil Set 50 G,1.46,57.94,84.59,TXN-B-000665,SOURCE_A
TXN-A-000666-L1331,TXN-A-000666,PRD-0118,PC-ZEN0118,2000000011806,ZENITH Peeler 750 ML,Peeler 750 ML,2.68,28.05,75.17,TXN-B-000666,SOURCE_A
TXN-A-000667-L1333,TXN-A-000667,PRD-0072,PC-NEX0072,2000000007205,NEXUS Mouse Pad 100 G,Mouse Pad 100 G,1.26,43.98,55.41,TXN-B-000667,SOURCE_A
TXN-A-000668-L1335,TXN-A-000668,PRD-0123,PC-NEX0123,2000000012308,NEXUS Notebook 3 V,Notebook 3 V,3.13,15.38,48.14,TXN-B-000668,SOURCE_A
TXN-A-000669-L1337,TXN-A-000669,PRD-0097,PC-ZEN0097,2000000009704,ZENITH Cutting Board 5 W,Cutting Board 5 W,6.42,15.99,102.66,TXN-B-000669,SOURCE_A
TXN-A-000670-L1339,TXN-A-000670,PRD-0080,PC-AUR0080,2000000008004,AURORA Body Wash 500 MG,Body Wash 500 MG,9.07,11.65,105.67,TXN-B-000670,SOURCE_A
TXN-A-000671-L1341,TXN-A-000671,PRD-0144,PC-NEX0144,2000000014401,NEXUS Marker Set 250 ML,Marker Set 250 ML,5.04,40.05,201.85,TXN-B-000671,SOURCE_A
TXN-A-000672-L1343,TXN-A-000672,PRD-0018,PC-NEX0018,2000000001807,NEXUS Surface Wipes 500 MG,Surface Wipes 500 MG,1.39,39.31,54.64,TXN-B-000672,SOURCE_A
TXN-A-000673-L1345,TXN-A-000673,PRD-0025,PC-ZEN0025,2000000002507,ZENITH Ballpoint Pen 1 KG,Ballpoint Pen 1 KG,3.52,37.08,130.52,TXN-B-000673,SOURCE_A
TXN-A-000674-L1347,TXN-A-000674,PRD-0132,PC-NEX0132,2000000013206,NEXUS Ruler Set 60 CM,Ruler Set 60 CM,9.68,20.73,200.67,TXN-B-000674,SOURCE_A
TXN-A-000675-L1349,TXN-A-000675,PRD-0029,PC-AUR0029,2000000002903,AURORA Highlighter Set 9 V,Highlighter Set 9 V,1.72,26.14,44.96,TXN-B-000675,SOURCE_A
TXN-A-000676-L1351,TXN-A-000676,PRD-0079,PC-ZEN0079,2000000007908,ZENITH Body Wash 200 G,Body Wash 200 G,8.8,74.3,653.84,TXN-B-000676,SOURCE_A
TXN-A-000677-L1353,TXN-A-000677,PRD-0010,PC-ZEN0010,2000000001005,ZENITH Laundry Detergent 1.5 V,Laundry Detergent 1.5 V,7.9,25.3,199.87,TXN-B-000677,SOURCE_A
TXN-A-000678-L1355,TXN-A-000678,PRD-0023,PC-AUR0023,2000000002309,AURORA Floor Polish 100 MG,Floor Polish 100 MG,7.95,52.05,413.8,TXN-B-000678,SOURCE_A
TXN-A-000679-L1357,TXN-A-000679,PRD-0087,PC-NEX0087,2000000008707,NEXUS Deodorant 9 V,Deodorant 9 V,5.36,116.64,625.19,TXN-B-000679,SOURCE_A
TXN-A-000680-L1359,TXN-A-000680,PRD-0114,PC-NEX0114,2000000011400,NEXUS Kitchen Towel 10 W,Kitchen Towel 10 W,3.33,24.94,83.05,TXN-B-000680,SOURCE_A
TXN-A-000681-L1361,TXN-A-000681,PRD-0139,PC-ZEN0139,2000000013909,ZENITH Eraser Pack 500 G,Eraser Pack 500 G,6.41,45.39,290.95,TXN-B-000681,SOURCE_A
TXN-A-000682-L1363,TXN-A-000682,PRD-0022,PC-ZEN0022,2000000002200,ZENITH Floor Polish 2000 MAH,Floor Polish 2000 MAH,9.88,5.92,58.49,TXN-B-000682,SOURCE_A
TXN-A-000683-L1365,TXN-A-000683,PRD-0037,PC-ZEN0037,2000000003702,ZENITH Desk Organizer 5 W,Desk Organizer 5 W,6.99,11.53,80.59,TXN-B-000683,SOURCE_A
TXN-A-000684-L1367,TXN-A-000684,PRD-0010,PC-ZEN0010,2000000001005,ZENITH Laundry Detergent 1.5 V,Laundry Detergent 1.5 V,1.24,25.3,31.37,TXN-B-000684,SOURCE_A
TXN-A-000685-L1369,TXN-A-000685,PRD-0027,PC-NEX0027,2000000002705,NEXUS Ballpoint Pen 500 ML,Ballpoint Pen 500 ML,3.76,49.53,186.23,TXN-B-000685,SOURCE_A
TXN-A-000686-L1371,TXN-A-000686,PRD-0027,PC-NEX0027,2000000002705,NEXUS Ballpoint Pen 500 ML,Ballpoint Pen 500 ML,7.79,49.53,385.84,TXN-B-000686,SOURCE_A
TXN-A-000687-L1373,TXN-A-000687,PRD-0138,PC-NEX0138,2000000013800,NEXUS Scissors 500 MG,Scissors 500 MG,1.82,96.35,175.36,TXN-B-000687,SOURCE_A
TXN-A-000688-L1375,TXN-A-000688,PRD-0065,PC-AUR0065,2000000006505,AURORA Charging Dock 3 V,Charging Dock 3 V,7.76,17.05,132.31,TXN-B-000688,SOURCE_A
TXN-A-000689-L1377,TXN-A-000689,PRD-0149,PC-AUR0149,2000000014906,AURORA Wrench Set 45 CM,Wrench Set 45 CM,1.25,29.28,36.6,TXN-B-000689,SOURCE_A
TXN-A-000690-L1379,TXN-A-000690,PRD-0108,PC-NEX0108,2000000010809,NEXUS Spatula Set 500 MG,Spatula Set 500 MG,2.15,103.62,222.78,TXN-B-000690,SOURCE_A
TXN-A-000691-L1381,TXN-A-000691,PRD-0012,PC-NEX0012,2000000001203,NEXUS Laundry Detergent 3 V,Laundry Detergent 3 V,2.2,22.27,48.99,TXN-B-000691,SOURCE_A
TXN-A-000692-L1383,TXN-A-000692,PRD-0019,PC-ZEN0019,2000000001906,ZENITH Air Freshener 45 CM,Air Freshener 45 CM,1.71,38.75,66.26,TXN-B-000692,SOURCE_A
TXN-A-000693-L1385,TXN-A-000693,PRD-0023,PC-AUR0023,2000000002309,AURORA Floor Polish 100 MG,Floor Polish 100 MG,6.61,52.05,344.05,TXN-B-000693,SOURCE_A
TXN-A-000694-L1387,TXN-A-000694,PRD-0108,PC-NEX0108,2000000010809,NEXUS Spatula Set 500 MG,Spatula Set 500 MG,3.48,103.62,360.6,TXN-B-000694,SOURCE_A
TXN-A-000695-L1389,TXN-A-000695,PRD-0129,PC-NEX0129,2000000012902,NEXUS Colored Pencil Set 750 ML,Colored Pencil Set 750 ML,6.26,94.86,593.82,TXN-B-000695,SOURCE_A
TXN-A-000696-L1391,TXN-A-000696,PRD-0026,PC-AUR0026,2000000002606,AURORA Ballpoint Pen 250 ML,Ballpoint Pen 250 ML,3.09,26.93,83.21,TXN-B-000696,SOURCE_A
TXN-A-000697-L1393,TXN-A-000697,PRD-0056,PC-AUR0056,2000000005607,AURORA Phone Case 20 W,Phone Case 20 W,8.03,16.68,133.94,TXN-B-000697,SOURCE_A
TXN-A-000698-L1395,TXN-A-000698,PRD-0131,PC-AUR0131,2000000013107,AURORA Ruler Set 60 CM,Ruler Set 60 CM,5.9,15.08,88.97,TXN-B-000698,SOURCE_A
TXN-A-000699-L1397,TXN-A-000699,PRD-0065,PC-AUR0065,2000000006505,AURORA Charging Dock 3 V,Charging Dock 3 V,7.5,17.05,127.88,TXN-B-000699,SOURCE_A
TXN-A-000700-L1399,TXN-A-000700,PRD-0088,PC-ZEN0088,2000000008806,ZENITH Face Cream 30 CM,Face Cream 30 CM,6.43,2.66,17.1,TXN-B-000700,SOURCE_A
TXN-A-000701-L1401,TXN-A-000701,PRD-0111,PC-NEX0111,2000000011103,NEXUS Storage Container 500 G,Storage Container 500 G,5.35,61.14,327.1,TXN-B-000701,SOURCE_A
TXN-A-000702-L1403,TXN-A-000702,PRD-0150,PC-NEX0150,2000000015002,NEXUS Wrench Set 9 V,Wrench Set 9 V,7.62,89.01,678.26,TXN-B-000702,SOURCE_A
TXN-A-000703-L1405,TXN-A-000703,PRD-0060,PC-NEX0060,2000000006000,NEXUS Screen Protector 10 IN,Screen Protector 10 IN,4.32,85.32,368.58,TXN-B-000703,SOURCE_A
TXN-A-000704-L1407,TXN-A-000704,PRD-0143,PC-AUR0143,2000000014302,AURORA Marker Set 10 IN,Marker Set 10 IN,3.49,13.47,47.01,TXN-B-000704,SOURCE_A
TXN-A-000705-L1409,TXN-A-000705,PRD-0148,PC-ZEN0148,2000000014807,ZENITH Wrench Set 30 CM,Wrench Set 30 CM,3.63,116.97,424.6,TXN-B-000705,SOURCE_A
TXN-A-000706-L1411,TXN-A-000706,PRD-0122,PC-AUR0122,2000000012209,AURORA Notebook 5000 MAH,Notebook 5000 MAH,2.47,31.9,78.79,TXN-B-000706,SOURCE_A
TXN-A-000707-L1413,TXN-A-000707,PRD-0024,PC-NEX0024,2000000002408,NEXUS Floor Polish 100 MG,Floor Polish 100 MG,5.0,75.71,378.55,TXN-B-000707,SOURCE_A
TXN-A-000708-L1415,TXN-A-000708,PRD-0131,PC-AUR0131,2000000013107,AURORA Ruler Set 60 CM,Ruler Set 60 CM,8.7,15.08,131.2,TXN-B-000708,SOURCE_A
TXN-A-000709-L1417,TXN-A-000709,PRD-0038,PC-AUR0038,2000000003801,AURORA Desk Organizer 2000 MAH,Desk Organizer 2000 MAH,7.16,28.05,200.84,TXN-B-000709,SOURCE_A
TXN-A-000710-L1419,TXN-A-000710,PRD-0116,PC-AUR0116,2000000011608,AURORA Can Opener 500 MG,Can Opener 500 MG,7.19,80.59,579.44,TXN-B-000710,SOURCE_A
TXN-A-000711-L1421,TXN-A-000711,PRD-0081,PC-NEX0081,2000000008103,NEXUS Body Wash 500 G,Body Wash 500 G,9.67,56.38,545.19,TXN-B-000711,SOURCE_A
TXN-A-000712-L1423,TXN-A-000712,PRD-0120,PC-NEX0120,2000000012001,NEXUS Peeler 30 CM,Peeler 30 CM,5.57,95.85,533.88,TXN-B-000712,SOURCE_A
TXN-A-000713-L1425,TXN-A-000713,PRD-0084,PC-NEX0084,2000000008400,NEXUS Toothpaste 15 W,Toothpaste 15 W,9.6,33.06,317.38,TXN-B-000713,SOURCE_A
TXN-A-000714-L1427,TXN-A-000714,PRD-0034,PC-ZEN0034,2000000003405,ZENITH Stapler 100 MG,Stapler 100 MG,3.37,79.94,269.4,TXN-B-000714,SOURCE_A
TXN-A-000715-L1429,TXN-A-000715,PRD-0052,PC-ZEN0052,2000000005201,ZENITH Power Adapter 20 W,Power Adapter 20 W,8.76,45.35,397.27,TXN-B-000715,SOURCE_A
TXN-A-000716-L1431,TXN-A-000716,PRD-0032,PC-AUR0032,2000000003207,AURORA Binder Clip Box 3 V,Binder Clip Box 3 V,6.15,78.97,485.67,TXN-B-000716,SOURCE_A
TXN-A-000717-L1433,TXN-A-000717,PRD-0038,PC-AUR0038,2000000003801,AURORA Desk Organizer 2000 MAH,Desk Organizer 2000 MAH,1.08,28.05,30.29,TXN-B-000717,SOURCE_A
TXN-A-000718-L1435,TXN-A-000718,PRD-0014,PC-AUR0014,2000000001401,AURORA Fabric Softener 250 MG,Fabric Softener 250 MG,8.92,111.99,998.95,TXN-B-000718,SOURCE_A
TXN-A-000719-L1437,TXN-A-000719,PRD-0055,PC-ZEN0055,2000000005508,ZENITH Phone Case 250 MG,Phone Case 250 MG,1.78,52.62,93.66,TXN-B-000719,SOURCE_A
TXN-A-000720-L1439,TXN-A-000720,PRD-0127,PC-ZEN0127,2000000012704,ZENITH Colored Pencil Set 50 G,Colored Pencil Set 50 G,9.8,57.94,567.81,TXN-B-000720,SOURCE_A
TXN-A-000721-L1441,TXN-A-000721,PRD-0023,PC-AUR0023,2000000002309,AURORA Floor Polish 100 MG,Floor Polish 100 MG,6.38,52.05,332.08,TXN-B-000721,SOURCE_A
TXN-A-000722-L1443,TXN-A-000722,PRD-0015,PC-NEX0015,2000000001500,NEXUS Fabric Softener 200 G,Fabric Softener 200 G,7.74,47.38,366.72,TXN-B-000722,SOURCE_A
TXN-A-000723-L1445,TXN-A-000723,PRD-0022,PC-ZEN0022,2000000002200,ZENITH Floor Polish 2000 MAH,Floor Polish 2000 MAH,4.4,5.92,26.05,TXN-B-000723,SOURCE_A
TXN-A-000724-L1447,TXN-A-000724,PRD-0010,PC-ZEN0010,2000000001005,ZENITH Laundry Detergent 1.5 V,Laundry Detergent 1.5 V,6.05,25.3,153.06,TXN-B-000724,SOURCE_A
TXN-A-000725-L1449,TXN-A-000725,PRD-0075,PC-NEX0075,2000000007502,NEXUS Hand Soap 10000 MAH,Hand Soap 10000 MAH,6.19,69.45,429.9,TXN-B-000725,SOURCE_A
TXN-A-000726-L1451,TXN-A-000726,PRD-0027,PC-NEX0027,2000000002705,NEXUS Ballpoint Pen 500 ML,Ballpoint Pen 500 ML,8.0,49.53,396.24,TXN-B-000726,SOURCE_A
TXN-A-000727-L1453,TXN-A-000727,PRD-0116,PC-AUR0116,2000000011608,AURORA Can Opener 500 MG,Can Opener 500 MG,1.77,80.59,142.64,TXN-B-000727,SOURCE_A
TXN-A-000728-L1455,TXN-A-000728,PRD-0098,PC-AUR0098,2000000009803,AURORA Cutting Board 10 IN,Cutting Board 10 IN,5.46,17.09,93.31,TXN-B-000728,SOURCE_A
TXN-A-000729-L1457,TXN-A-000729,PRD-0079,PC-ZEN0079,2000000007908,ZENITH Body Wash 200 G,Body Wash 200 G,2.07,74.3,153.8,TXN-B-000729,SOURCE_A
TXN-A-000730-L1459,TXN-A-000730,PRD-0020,PC-AUR0020,2000000002002,AURORA Air Freshener 200 G,Air Freshener 200 G,3.08,104.22,321.0,TXN-B-000730,SOURCE_A
TXN-A-000731-L1461,TXN-A-000731,PRD-0026,PC-AUR0026,2000000002606,AURORA Ballpoint Pen 250 ML,Ballpoint Pen 250 ML,5.46,26.93,147.04,TXN-B-000731,SOURCE_A
TXN-A-000732-L1463,TXN-A-000732,PRD-0105,PC-NEX0105,2000000010502,NEXUS Measuring Cup 100 G,Measuring Cup 100 G,6.5,109.25,710.12,TXN-B-000732,SOURCE_A
TXN-A-000733-L1465,TXN-A-000733,PRD-0094,PC-ZEN0094,2000000009407,ZENITH Lotion 10000 MAH,Lotion 10000 MAH,2.41,9.96,24.0,TXN-B-000733,SOURCE_A
TXN-A-000734-L1467,TXN-A-000734,PRD-0095,PC-AUR0095,2000000009506,AURORA Lotion 1 KG,Lotion 1 KG,5.42,117.25,635.5,TXN-B-000734,SOURCE_A
TXN-A-000735-L1469,TXN-A-000735,PRD-0078,PC-NEX0078,2000000007809,NEXUS Shampoo 500 ML,Shampoo 500 ML,5.66,118.47,670.54,TXN-B-000735,SOURCE_A
TXN-A-000736-L1471,TXN-A-000736,PRD-0099,PC-NEX0099,2000000009902,NEXUS Cutting Board 500 ML,Cutting Board 500 ML,6.39,112.85,721.11,TXN-B-000736,SOURCE_A
TXN-A-000737-L1473,TXN-A-000737,PRD-0067,PC-ZEN0067,2000000006703,ZENITH HDMI Cable 1 KG,HDMI Cable 1 KG,6.6,57.46,379.24,TXN-B-000737,SOURCE_A
TXN-A-000738-L1475,TXN-A-000738,PRD-0136,PC-ZEN0136,2000000013602,ZENITH Scissors 3 V,Scissors 3 V,7.8,71.22,555.52,TXN-B-000738,SOURCE_A
TXN-A-000739-L1477,TXN-A-000739,PRD-0003,PC-NEX0003,2000000000305,NEXUS All Purpose Cleaner 250 ML,All Purpose Cleaner 250 ML,2.52,116.68,294.03,TXN-B-000739,SOURCE_A
TXN-A-000740-L1479,TXN-A-000740,PRD-0149,PC-AUR0149,2000000014906,AURORA Wrench Set 45 CM,Wrench Set 45 CM,4.14,29.28,121.22,TXN-B-000740,SOURCE_A
TXN-A-000741-L1481,TXN-A-000741,PRD-0047,PC-AUR0047,2000000004709,AURORA Tape Dispenser 45 CM,Tape Dispenser 45 CM,2.35,2.08,4.89,TXN-B-000741,SOURCE_A
TXN-A-000742-L1483,TXN-A-000742,PRD-0068,PC-AUR0068,2000000006802,AURORA HDMI Cable 10000 MAH,HDMI Cable 10000 MAH,4.83,38.83,187.55,TXN-B-000742,SOURCE_A
TXN-A-000743-L1485,TXN-A-000743,PRD-0121,PC-ZEN0121,2000000012100,ZENITH Notebook 1 L,Notebook 1 L,8.24,21.42,176.5,TXN-B-000743,SOURCE_A
TXN-A-000744-L1487,TXN-A-000744,PRD-0137,PC-AUR0137,2000000013701,AURORA Scissors 100 MG,Scissors 100 MG,2.63,94.03,247.3,TXN-B-000744,SOURCE_A
TXN-A-000745-L1489,TXN-A-000745,PRD-0002,PC-AUR0002,2000000000206,AURORA All Purpose Cleaner 30 CM,All Purpose Cleaner 30 CM,8.71,44.72,389.51,TXN-B-000745,SOURCE_A
TXN-A-000746-L1491,TXN-A-000746,PRD-0086,PC-AUR0086,2000000008608,AURORA Deodorant 500 G,Deodorant 500 G,4.81,52.31,251.61,TXN-B-000746,SOURCE_A
TXN-A-000747-L1493,TXN-A-000747,PRD-0103,PC-ZEN0103,2000000010304,ZENITH Measuring Cup 10000 MAH,Measuring Cup 10000 MAH,8.16,7.51,61.28,TXN-B-000747,SOURCE_A
TXN-A-000748-L1495,TXN-A-000748,PRD-0023,PC-AUR0023,2000000002309,AURORA Floor Polish 100 MG,Floor Polish 100 MG,8.42,52.05,438.26,TXN-B-000748,SOURCE_A
TXN-A-000749-L1497,TXN-A-000749,PRD-0020,PC-AUR0020,2000000002002,AURORA Air Freshener 200 G,Air Freshener 200 G,3.49,104.22,363.73,TXN-B-000749,SOURCE_A
