scenario_id,scenario_type,source_a_transaction_id,source_b_transaction_id,source_a_line_id,source_b_line_id,expected_match_method,expected_reconciliation_status,expected_review_required,expected_notes
SCN-0629,CLEAN_EXACT_MATCH,TXN-A-000629,TXN-B-000629,TXN-A-000629-L1257,TXN-B-000629-L1258,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0630,CLEAN_EXACT_MATCH,TXN-A-000630,TXN-B-000630,TXN-A-000630-L1259,TXN-B-000630-L1260,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0631,CLEAN_EXACT_MATCH,TXN-A-000631,TXN-B-000631,TXN-A-000631-L1261,TXN-B-000631-L1262,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0632,CLEAN_EXACT_MATCH,TXN-A-000632,TXN-B-000632,TXN-A-000632-L1263,TXN-B-000632-L1264,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0633,CLEAN_EXACT_MATCH,TXN-A-000633,TXN-B-000633,TXN-A-000633-L1265,TXN-B-000633-L1266,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0634,CLEAN_EXACT_MATCH,TXN-A-000634,TXN-B-000634,TXN-A-000634-L1267,TXN-B-000634-L1268,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0635,CLEAN_EXACT_MATCH,TXN-A-000635,TXN-B-000635,TXN-A-000635-L1269,TXN-B-000635-L1270,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0636,CLEAN_EXACT_MATCH,TXN-A-000636,TXN-B-000636,TXN-A-000636-L1271,TXN-B-000636-L1272,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0637,CLEAN_EXACT_MATCH,TXN-A-000637,TXN-B-000637,TXN-A-000637-L1273,TXN-B-000637-L1274,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0638,CLEAN_EXACT_MATCH,TXN-A-000638,TXN-B-000638,TXN-A-000638-L1275,TXN-B-000638-L1276,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0639,CLEAN_EXACT_MATCH,TXN-A-000639,TXN-B-000639,TXN-A-000639-L1277,TXN-B-000639-L1278,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0640,CLEAN_EXACT_MATCH,TXN-A-000640,TXN-B-000640,TXN-A-000640-L1279,TXN-B-000640-L1280,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0641,CLEAN_EXACT_MATCH,TXN-A-000641,TXN-B-000641,TXN-A-000641-L1281,TXN-B-000641-L1282,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0642,CLEAN_EXACT_MATCH,TXN-A-000642,TXN-B-000642,TXN-A-000642-L1283,TXN-B-000642-L1284,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0643,CLEAN_EXACT_MATCH,TXN-A-000643,TXN-B-000643,TXN-A-000643-L1285,TXN-B-000643-L1286,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0644,CLEAN_EXACT_MATCH,TXN-A-000644,TXN-B-000644,TXN-A-000644-L1287,TXN-B-000644-L1288,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0645,CLEAN_EXACT_MATCH,TXN-A-000645,TXN-B-000645,TXN-A-000645-L1289,TXN-B-000645-L1290,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0646,CLEAN_EXACT_MATCH,TXN-A-000646,TXN-B-000646,TXN-A-000646-L1291,TXN-B-000646-L1292,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0647,CLEAN_EXACT_MATCH,TXN-A-000647,TXN-B-000647,TXN-A-000647-L1293,TXN-B-000647-L1294,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0648,CLEAN_EXACT_MATCH,TXN-A-000648,TXN-B-000648,TXN-A-000648-L1295,TXN-B-000648-L1296,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0649,CLEAN_EXACT_MATCH,TXN-A-000649,TXN-B-000649,TXN-A-000649-L1297,TXN-B-000649-L1298,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0650,CLEAN_EXACT_MATCH,TXN-A-000650,TXN-B-000650,TXN-A-000650-L1299,TXN-B-000650-L1300,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0651,CLEAN_EXACT_MATCH,TXN-A-000651,TXN-B-000651,TXN-A-000651-L1301,TXN-B-000651-L1302,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0652,CLEAN_EXACT_MATCH,TXN-A-000652,TXN-B-000652,TXN-A-000652-L1303,TXN-B-000652-L1304,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0653,CLEAN_EXACT_MATCH,TXN-A-000653,TXN-B-000653,TXN-A-000653-L1305,TXN-B-000653-L1306,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0654,CLEAN_EXACT_MATCH,TXN-A-000654,TXN-B-000654,TXN-A-000654-L1307,TXN-B-000654-L1308,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0655,CLEAN_EXACT_MATCH,TXN-A-000655,TXN-B-000655,TXN-A-000655-L1309,TXN-B-000655-L1310,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0656,CLEAN_EXACT_MATCH,TXN-A-000656,TXN-B-000656,TXN-A-000656-L1311,TXN-B-000656-L1312,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0657,CLEAN_EXACT_MATCH,TXN-A-000657,TXN-B-000657,TXN-A-000657-L1313,TXN-B-000657-L1314,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0658,CLEAN_EXACT_MATCH,TXN-A-000658,TXN-B-000658,TXN-A-000658-L1315,TXN-B-000658-L1316,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0659,CLEAN_EXACT_MATCH,TXN-A-000659,TXN-B-000659,TXN-A-000659-L1317,TXN-B-000659-L1318,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0660,CLEAN_EXACT_MATCH,TXN-A-000660,TXN-B-000660,TXN-A-000660-L1319,TXN-B-000660-L1320,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0661,CLEAN_EXACT_MATCH,TXN-A-000661,TXN-B-000661,TXN-A-000661-L1321,TXN-B-000661-L1322,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0662,CLEAN_EXACT_MATCH,TXN-A-000662,TXN-B-000662,TXN-A-000662-L1323,TXN-B-000662-L1324,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0663,CLEAN_EXACT_MATCH,TXN-A-000663,TXN-B-000663,TXN-A-000663-L1325,TXN-B-000663-L1326,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0664,CLEAN_EXACT_MATCH,TXN-A-000664,TXN-B-000664,TXN-A-000664-L1327,TXN-B-000664-L1328,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0665,CLEAN_EXACT_MATCH,TXN-A-000665,TXN-B-000665,TXN-A-000665-L1329,TXN-B-000665-L1330,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0666,CLEAN_EXACT_MATCH,TXN-A-000666,TXN-B-000666,TXN-A-000666-L1331,TXN-B-000666-L1332,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0667,CLEAN_EXACT_MATCH,TXN-A-000667,TXN-B-000667,TXN-A-000667-L1333,TXN-B-000667-L1334,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0668,CLEAN_EXACT_MATCH,TXN-A-000668,TXN-B-000668,TXN-A-000668-L1335,TXN-B-000668-L1336,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0669,CLEAN_EXACT_MATCH,TXN-A-000669,TXN-B-000669,TXN-A-000669-L1337,TXN-B-000669-L1338,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0670,CLEAN_EXACT_MATCH,TXN-A-000670,TXN-B-000670,TXN-A-000670-L1339,TXN-B-000670-L1340,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0671,CLEAN_EXACT_MATCH,TXN-A-000671,TXN-B-000671,TXN-A-000671-L1341,TXN-B-000671-L1342,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0672,CLEAN_EXACT_MATCH,TXN-A-000672,TXN-B-000672,TXN-A-000672-L1343,TXN-B-000672-L1344,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0673,CLEAN_EXACT_MATCH,TXN-A-000673,TXN-B-000673,TXN-A-000673-L1345,TXN-B-000673-L1346,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0674,CLEAN_EXACT_MATCH,TXN-A-000674,TXN-B-000674,TXN-A-000674-L1347,TXN-B-000674-L1348,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0675,CLEAN_EXACT_MATCH,TXN-A-000675,TXN-B-000675,TXN-A-000675-L1349,TXN-B-000675-L1350,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0676,CLEAN_EXACT_MATCH,TXN-A-000676,TXN-B-000676,TXN-A-000676-L1351,TXN-B-000676-L1352,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0677,CLEAN_EXACT_MATCH,TXN-A-000677,TXN-B-000677,TXN-A-000677-L1353,TXN-B-000677-L1354,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0678,CLEAN_EXACT_MATCH,TXN-A-000678,TXN-B-000678,TXN-A-000678-L1355,TXN-B-000678-L1356,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0679,CLEAN_EXACT_MATCH,TXN-A-000679,TXN-B-000679,TXN-A-000679-L1357,TXN-B-000679-L1358,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0680,CLEAN_EXACT_MATCH,TXN-A-000680,TXN-B-000680,TXN-A-000680-L1359,TXN-B-000680-L1360,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0681,CLEAN_EXACT_MATCH,TXN-A-000681,TXN-B-000681,TXN-A-000681-L1361,TXN-B-000681-L1362,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0682,CLEAN_EXACT_MATCH,TXN-A-000682,TXN-B-000682,TXN-A-000682-L1363,TXN-B-000682-L1364,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0683,CLEAN_EXACT_MATCH,TXN-A-000683,TXN-B-000683,TXN-A-000683-L1365,TXN-B-000683-L1366,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0684,CLEAN_EXACT_MATCH,TXN-A-000684,TXN-B-000684,TXN-A-000684-L1367,TXN-B-000684-L1368,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0685,CLEAN_EXACT_MATCH,TXN-A-000685,TXN-B-000685,TXN-A-000685-L1369,TXN-B-000685-L1370,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0686,CLEAN_EXACT_MATCH,TXN-A-000686,TXN-B-000686,TXN-A-000686-L1371,TXN-B-000686-L1372,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0687,CLEAN_EXACT_MATCH,TXN-A-000687,TXN-B-000687,TXN-A-000687-L1373,TXN-B-000687-L1374,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0688,CLEAN_EXACT_MATCH,TXN-A-000688,TXN-B-000688,TXN-A-000688-L1375,TXN-B-000688-L1376,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0689,CLEAN_EXACT_MATCH,TXN-A-000689,TXN-B-000689,TXN-A-000689-L1377,TXN-B-000689-L1378,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0690,CLEAN_EXACT_MATCH,TXN-A-000690,TXN-B-000690,TXN-A-000690-L1379,TXN-B-000690-L1380,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0691,CLEAN_EXACT_MATCH,TXN-A-000691,TXN-B-000691,TXN-A-000691-L1381,TXN-B-000691-L1382,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0692,CLEAN_EXACT_MATCH,TXN-A-000692,TXN-B-000692,TXN-A-000692-L1383,TXN-B-000692-L1384,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0693,CLEAN_EXACT_MATCH,TXN-A-000693,TXN-B-000693,TXN-A-000693-L1385,TXN-B-000693-L1386,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0694,CLEAN_EXACT_MATCH,TXN-A-000694,TXN-B-000694,TXN-A-000694-L1387,TXN-B-000694-L1388,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0695,CLEAN_EXACT_MATCH,TXN-A-000695,TXN-B-000695,TXN-A-000695-L1389,TXN-B-000695-L1390,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0696,CLEAN_EXACT_MATCH,TXN-A-000696,TXN-B-000696,TXN-A-000696-L1391,TXN-B-000696-L1392,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0697,CLEAN_EXACT_MATCH,TXN-A-000697,TXN-B-000697,TXN-A-000697-L1393,TXN-B-000697-L1394,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0698,CLEAN_EXACT_MATCH,TXN-A-000698,TXN-B-000698,TXN-A-000698-L1395,TXN-B-000698-L1396,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0699,CLEAN_EXACT_MATCH,TXN-A-000699,TXN-B-000699,TXN-A-000699-L1397,TXN-B-000699-L1398,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0700,CLEAN_EXACT_MATCH,TXN-A-000700,TXN-B-000700,TXN-A-000700-L1399,TXN-B-000700-L1400,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0701,CLEAN_EXACT_MATCH,TXN-A-000701,TXN-B-000701,TXN-A-000701-L1401,TXN-B-000701-L1402,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0702,CLEAN_EXACT_MATCH,TXN-A-000702,TXN-B-000702,TXN-A-000702-L1403,TXN-B-000702-L1404,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0703,CLEAN_EXACT_MATCH,TXN-A-000703,TXN-B-000703,TXN-A-000703-L1405,TXN-B-000703-L1406,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0704,CLEAN_EXACT_MATCH,TXN-A-000704,TXN-B-000704,TXN-A-000704-L1407,TXN-B-000704-L1408,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0705,CLEAN_EXACT_MATCH,TXN-A-000705,TXN-B-000705,TXN-A-000705-L1409,TXN-B-000705-L1410,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0706,CLEAN_EXACT_MATCH,TXN-A-000706,TXN-B-000706,TXN-A-000706-L1411,TXN-B-000706-L1412,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0707,CLEAN_EXACT_MATCH,TXN-A-000707,TXN-B-000707,TXN-A-000707-L1413,TXN-B-000707-L1414,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0708,CLEAN_EXACT_MATCH,TXN-A-000708,TXN-B-000708,TXN-A-000708-L1415,TXN-B-000708-L1416,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0709,CLEAN_EXACT_MATCH,TXN-A-000709,TXN-B-000709,TXN-A-000709-L1417,TXN-B-000709-L1418,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0710,CLEAN_EXACT_MATCH,TXN-A-000710,TXN-B-000710,TXN-A-000710-L1419,TXN-B-000710-L1420,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0711,CLEAN_EXACT_MATCH,TXN-A-000711,TXN-B-000711,TXN-A-000711-L1421,TXN-B-000711-L1422,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0712,CLEAN_EXACT_MATCH,TXN-A-000712,TXN-B-000712,TXN-A-000712-L1423,TXN-B-000712-L1424,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0713,CLEAN_EXACT_MATCH,TXN-A-000713,TXN-B-000713,TXN-A-000713-L1425,TXN-B-000713-L1426,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0714,CLEAN_EXACT_MATCH,TXN-A-000714,TXN-B-000714,TXN-A-000714-L1427,TXN-B-000714-L1428,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0715,CLEAN_EXACT_MATCH,TXN-A-000715,TXN-B-000715,TXN-A-000715-L1429,TXN-B-000715-L1430,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0716,CLEAN_EXACT_MATCH,TXN-A-000716,TXN-B-000716,TXN-A-000716-L1431,TXN-B-000716-L1432,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0717,CLEAN_EXACT_MATCH,TXN-A-000717,TXN-B-000717,TXN-A-000717-L1433,TXN-B-000717-L1434,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0718,CLEAN_EXACT_MATCH,TXN-A-000718,TXN-B-000718,TXN-A-000718-L1435,TXN-B-000718-L1436,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0719,CLEAN_EXACT_MATCH,TXN-A-000719,TXN-B-000719,TXN-A-000719-L1437,TXN-B-000719-L1438,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0720,CLEAN_EXACT_MATCH,TXN-A-000720,TXN-B-000720,TXN-A-000720-L1439,TXN-B-000720-L1440,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0721,CLEAN_EXACT_MATCH,TXN-A-000721,TXN-B-000721,TXN-A-000721-L1441,TXN-B-000721-L1442,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0722,CLEAN_EXACT_MATCH,TXN-A-000722,TXN-B-000722,TXN-A-000722-L1443,TXN-B-000722-L1444,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0723,CLEAN_EXACT_MATCH,TXN-A-000723,TXN-B-000723,TXN-A-000723-L1445,TXN-B-000723-L1446,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0724,CLEAN_EXACT_MATCH,TXN-A-000724,TXN-B-000724,TXN-A-000724-L1447,TXN-B-000724-L1448,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0725,CLEAN_EXACT_MATCH,TXN-A-000725,TXN-B-000725,TXN-A-000725-L1449,TXN-B-000725-L1450,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0726,CLEAN_EXACT_MATCH,TXN-A-000726,TXN-B-000726,TXN-A-000726-L1451,TXN-B-000726-L1452,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0727,CLEAN_EXACT_MATCH,TXN-A-000727,TXN-B-000727,TXN-A-000727-L1453,TXN-B-000727-L1454,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0728,CLEAN_EXACT_MATCH,TXN-A-000728,TXN-B-000728,TXN-A-000728-L1455,TXN-B-000728-L1456,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0729,CLEAN_EXACT_MATCH,TXN-A-000729,TXN-B-000729,TXN-A-000729-L1457,TXN-B-000729-L1458,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0730,CLEAN_EXACT_MATCH,TXN-A-000730,TXN-B-000730,TXN-A-000730-L1459,TXN-B-000730-L1460,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0731,CLEAN_EXACT_MATCH,TXN-A-000731,TXN-B-000731,TXN-A-000731-L1461,TXN-B-000731-L1462,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0732,CLEAN_EXACT_MATCH,TXN-A-000732,TXN-B-000732,TXN-A-000732-L1463,TXN-B-000732-L1464,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0733,CLEAN_EXACT_MATCH,TXN-A-000733,TXN-B-000733,TXN-A-000733-L1465,TXN-B-000733-L1466,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0734,CLEAN_EXACT_MATCH,TXN-A-000734,TXN-B-000734,TXN-A-000734-L1467,TXN-B-000734-L1468,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0735,CLEAN_EXACT_MATCH,TXN-A-000735,TXN-B-000735,TXN-A-000735-L1469,TXN-B-000735-L1470,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0736,CLEAN_EXACT_MATCH,TXN-A-000736,TXN-B-000736,TXN-A-000736-L1471,TXN-B-000736-L1472,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0737,CLEAN_EXACT_MATCH,TXN-A-000737,TXN-B-000737,TXN-A-000737-L1473,TXN-B-000737-L1474,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0738,CLEAN_EXACT_MATCH,TXN-A-000738,TXN-B-000738,TXN-A-000738-L1475,TXN-B-000738-L1476,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0739,CLEAN_EXACT_MATCH,TXN-A-000739,TXN-B-000739,TXN-A-000739-L1477,TXN-B-000739-L1478,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0740,CLEAN_EXACT_MATCH,TXN-A-000740,TXN-B-000740,TXN-A-000740-L1479,TXN-B-000740-L1480,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0741,CLEAN_EXACT_MATCH,TXN-A-000741,TXN-B-000741,TXN-A-000741-L1481,TXN-B-000741-L1482,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0742,CLEAN_EXACT_MATCH,TXN-A-000742,TXN-B-000742,TXN-A-000742-L1483,TXN-B-000742-L1484,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0743,CLEAN_EXACT_MATCH,TXN-A-000743,TXN-B-000743,TXN-A-000743-L1485,TXN-B-000743-L1486,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0744,CLEAN_EXACT_MATCH,TXN-A-000744,TXN-B-000744,TXN-A-000744-L1487,TXN-B-000744-L1488,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0745,CLEAN_EXACT_MATCH,TXN-A-000745,TXN-B-000745,TXN-A-000745-L1489,TXN-B-000745-L1490,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0746,CLEAN_EXACT_MATCH,TXN-A-000746,TXN-B-000746,TXN-A-000746-L1491,TXN-B-000746-L1492,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0747,CLEAN_EXACT_MATCH,TXN-A-000747,TXN-B-000747,TXN-A-000747-L1493,TXN-B-000747-L1494,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0748,CLEAN_EXACT_MATCH,TXN-A-000748,TXN-B-000748,TXN-A-000748-L1495,TXN-B-000748-L1496,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0749,CLEAN_EXACT_MATCH,TXN-A-000749,TXN-B-000749,TXN-A-000749-L1497,TXN-B-000749-L1498,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0750,CLEAN_EXACT_MATCH,TXN-A-000750,TXN-B-000750,TXN-A-000750-L1499,TXN-B-000750-L1500,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0751,CLEAN_EXACT_MATCH,TXN-A-000751,TXN-B-000751,TXN-A-000751-L1501,TXN-B-000751-L1502,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0752,CLEAN_EXACT_MATCH,TXN-A-000752,TXN-B-000752,TXN-A-000752-L1503,TXN-B-000752-L1504,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0753,CLEAN_EXACT_MATCH,TXN-A-000753,TXN-B-000753,TXN-A-000753-L1505,TXN-B-000753-L1506,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0754,CLEAN_EXACT_MATCH,TXN-A-000754,TXN-B-000754,TXN-A-000754-L1507,TXN-B-000754-L1508,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0755,CLEAN_EXACT_MATCH,TXN-A-000755,TXN-B-000755,TXN-A-000755-L1509,TXN-B-000755-L1510,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0756,CLEAN_EXACT_MATCH,TXN-A-000756,TXN-B-000756,TXN-A-000756-L1511,TXN-B-000756-L1512,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0757,CLEAN_EXACT_MATCH,TXN-A-000757,TXN-B-000757,TXN-A-000757-L1513,TXN-B-000757-L1514,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0758,CLEAN_EXACT_MATCH,TXN-A-000758,TXN-B-000758,TXN-A-000758-L1515,TXN-B-000758-L1516,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0759,CLEAN_EXACT_MATCH,TXN-A-000759,TXN-B-000759,TXN-A-000759-L1517,TXN-B-000759-L1518,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0760,CLEAN_EXACT_MATCH,TXN-A-000760,TXN-B-000760,TXN-A-000760-L1519,TXN-B-000760-L1520,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0761,CLEAN_EXACT_MATCH,TXN-A-000761,TXN-B-000761,TXN-A-000761-L1521,TXN-B-000761-L1522,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0762,CLEAN_EXACT_MATCH,TXN-A-000762,TXN-B-000762,TXN-A-000762-L1523,TXN-B-000762-L1524,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0763,CLEAN_EXACT_MATCH,TXN-A-000763,TXN-B-000763,TXN-A-000763-L1525,TXN-B-000763-L1526,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0764,CLEAN_EXACT_MATCH,TXN-A-000764,TXN-B-000764,TXN-A-000764-L1527,TXN-B-000764-L1528,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0765,CLEAN_EXACT_MATCH,TXN-A-000765,TXN-B-000765,TXN-A-000765-L1529,TXN-B-000765-L1530,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0766,CLEAN_EXACT_MATCH,TXN-A-000766,TXN-B-000766,TXN-A-000766-L1531,TXN-B-000766-L1532,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0767,CLEAN_EXACT_MATCH,TXN-A-000767,TXN-B-000767,TXN-A-000767-L1533,TXN-B-000767-L1534,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
SCN-0768,CLEAN_EXACT_MATCH,TXN-A-000768,TXN-B-000768,TXN-A-000768-L1535,TXN-B-000768-L1536,EXACT_PRIMARY_ID,MATCHED,N,Exact match on all fields
