table,field,issue_type,severity,description,record_key
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR9739' not found in master data,PRD-UNR9739
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR5256' not found in master data,PRD-UNR5256
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6745' not found in master data,PRD-UNR6745
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6633' not found in master data,PRD-UNR6633
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR3192' not found in master data,PRD-UNR3192
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6436' not found in master data,PRD-UNR6436
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6759' not found in master data,PRD-UNR6759
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR4428' not found in master data,PRD-UNR4428
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR9862' not found in master data,PRD-UNR9862
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR7533' not found in master data,PRD-UNR7533
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6545' not found in master data,PRD-UNR6545
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR6792' not found in master data,PRD-UNR6792
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR2686' not found in master data,PRD-UNR2686
source_a_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-UNR5343' not found in master data,PRD-UNR5343
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9852' not found in master data,PRD-9852
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9937' not found in master data,PRD-9937
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9647' not found in master data,PRD-9647
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9267' not found in master data,PRD-9267
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9566' not found in master data,PRD-9566
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9112' not found in master data,PRD-9112
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9423' not found in master data,PRD-9423
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9392' not found in master data,PRD-9392
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9675' not found in master data,PRD-9675
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9927' not found in master data,PRD-9927
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9580' not found in master data,PRD-9580
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9179' not found in master data,PRD-9179
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9544' not found in master data,PRD-9544
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9138' not found in master data,PRD-9138
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9053' not found in master data,PRD-9053
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9135' not found in master data,PRD-9135
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9939' not found in master data,PRD-9939
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9143' not found in master data,PRD-9143
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9866' not found in master data,PRD-9866
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9678' not found in master data,PRD-9678
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9783' not found in master data,PRD-9783
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9750' not found in master data,PRD-9750
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9959' not found in master data,PRD-9959
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9773' not found in master data,PRD-9773
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9356' not found in master data,PRD-9356
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9400' not found in master data,PRD-9400
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9250' not found in master data,PRD-9250
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9895' not found in master data,PRD-9895
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9047' not found in master data,PRD-9047
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9146' not found in master data,PRD-9146
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9085' not found in master data,PRD-9085
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9337' not found in master data,PRD-9337
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9493' not found in master data,PRD-9493
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9235' not found in master data,PRD-9235
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9162' not found in master data,PRD-9162
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9330' not found in master data,PRD-9330
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9995' not found in master data,PRD-9995
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9938' not found in master data,PRD-9938
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9727' not found in master data,PRD-9727
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9475' not found in master data,PRD-9475
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9992' not found in master data,PRD-9992
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9106' not found in master data,PRD-9106
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9180' not found in master data,PRD-9180
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9280' not found in master data,PRD-9280
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9494' not found in master data,PRD-9494
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9059' not found in master data,PRD-9059
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9820' not found in master data,PRD-9820
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9606' not found in master data,PRD-9606
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9545' not found in master data,PRD-9545
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9869' not found in master data,PRD-9869
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9416' not found in master data,PRD-9416
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9105' not found in master data,PRD-9105
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9803' not found in master data,PRD-9803
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9357' not found in master data,PRD-9357
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9524' not found in master data,PRD-9524
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9460' not found in master data,PRD-9460
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9323' not found in master data,PRD-9323
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9821' not found in master data,PRD-9821
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9721' not found in master data,PRD-9721
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9180' not found in master data,PRD-9180
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9202' not found in master data,PRD-9202
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9401' not found in master data,PRD-9401
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9314' not found in master data,PRD-9314
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9186' not found in master data,PRD-9186
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9077' not found in master data,PRD-9077
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9511' not found in master data,PRD-9511
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9977' not found in master data,PRD-9977
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9368' not found in master data,PRD-9368
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9452' not found in master data,PRD-9452
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9124' not found in master data,PRD-9124
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9041' not found in master data,PRD-9041
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9398' not found in master data,PRD-9398
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9932' not found in master data,PRD-9932
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9042' not found in master data,PRD-9042
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9357' not found in master data,PRD-9357
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9592' not found in master data,PRD-9592
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9577' not found in master data,PRD-9577
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9199' not found in master data,PRD-9199
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9695' not found in master data,PRD-9695
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9393' not found in master data,PRD-9393
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9559' not found in master data,PRD-9559
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9856' not found in master data,PRD-9856
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9295' not found in master data,PRD-9295
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9323' not found in master data,PRD-9323
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9934' not found in master data,PRD-9934
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9332' not found in master data,PRD-9332
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9287' not found in master data,PRD-9287
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9709' not found in master data,PRD-9709
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9489' not found in master data,PRD-9489
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9208' not found in master data,PRD-9208
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9364' not found in master data,PRD-9364
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9029' not found in master data,PRD-9029
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9909' not found in master data,PRD-9909
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9054' not found in master data,PRD-9054
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9062' not found in master data,PRD-9062
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9221' not found in master data,PRD-9221
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9866' not found in master data,PRD-9866
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9058' not found in master data,PRD-9058
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9967' not found in master data,PRD-9967
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9293' not found in master data,PRD-9293
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9011' not found in master data,PRD-9011
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9495' not found in master data,PRD-9495
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9529' not found in master data,PRD-9529
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9884' not found in master data,PRD-9884
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9129' not found in master data,PRD-9129
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9595' not found in master data,PRD-9595
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9059' not found in master data,PRD-9059
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9977' not found in master data,PRD-9977
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9835' not found in master data,PRD-9835
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-9039' not found in master data,PRD-9039
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8988' not found in master data,PRD-8988
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8365' not found in master data,PRD-8365
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8765' not found in master data,PRD-8765
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8801' not found in master data,PRD-8801
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8370' not found in master data,PRD-8370
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8980' not found in master data,PRD-8980
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8349' not found in master data,PRD-8349
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8085' not found in master data,PRD-8085
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8943' not found in master data,PRD-8943
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8136' not found in master data,PRD-8136
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8353' not found in master data,PRD-8353
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8344' not found in master data,PRD-8344
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8376' not found in master data,PRD-8376
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8519' not found in master data,PRD-8519
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8829' not found in master data,PRD-8829
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8192' not found in master data,PRD-8192
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8514' not found in master data,PRD-8514
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8173' not found in master data,PRD-8173
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8669' not found in master data,PRD-8669
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8245' not found in master data,PRD-8245
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8443' not found in master data,PRD-8443
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8534' not found in master data,PRD-8534
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8518' not found in master data,PRD-8518
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8333' not found in master data,PRD-8333
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8282' not found in master data,PRD-8282
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8300' not found in master data,PRD-8300
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8727' not found in master data,PRD-8727
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8575' not found in master data,PRD-8575
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8456' not found in master data,PRD-8456
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8201' not found in master data,PRD-8201
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8225' not found in master data,PRD-8225
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8045' not found in master data,PRD-8045
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8629' not found in master data,PRD-8629
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8853' not found in master data,PRD-8853
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8514' not found in master data,PRD-8514
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8291' not found in master data,PRD-8291
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8681' not found in master data,PRD-8681
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8963' not found in master data,PRD-8963
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8401' not found in master data,PRD-8401
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8479' not found in master data,PRD-8479
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8016' not found in master data,PRD-8016
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8425' not found in master data,PRD-8425
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8044' not found in master data,PRD-8044
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8360' not found in master data,PRD-8360
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8102' not found in master data,PRD-8102
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8664' not found in master data,PRD-8664
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8851' not found in master data,PRD-8851
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8327' not found in master data,PRD-8327
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8293' not found in master data,PRD-8293
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8326' not found in master data,PRD-8326
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8335' not found in master data,PRD-8335
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8248' not found in master data,PRD-8248
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8733' not found in master data,PRD-8733
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8969' not found in master data,PRD-8969
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8564' not found in master data,PRD-8564
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8538' not found in master data,PRD-8538
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8368' not found in master data,PRD-8368
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8860' not found in master data,PRD-8860
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8166' not found in master data,PRD-8166
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8564' not found in master data,PRD-8564
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8546' not found in master data,PRD-8546
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8091' not found in master data,PRD-8091
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8181' not found in master data,PRD-8181
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8446' not found in master data,PRD-8446
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8302' not found in master data,PRD-8302
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8415' not found in master data,PRD-8415
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8098' not found in master data,PRD-8098
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8712' not found in master data,PRD-8712
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8269' not found in master data,PRD-8269
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8081' not found in master data,PRD-8081
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8731' not found in master data,PRD-8731
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8080' not found in master data,PRD-8080
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8137' not found in master data,PRD-8137
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8156' not found in master data,PRD-8156
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8584' not found in master data,PRD-8584
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8627' not found in master data,PRD-8627
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8115' not found in master data,PRD-8115
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8934' not found in master data,PRD-8934
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8720' not found in master data,PRD-8720
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8800' not found in master data,PRD-8800
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8665' not found in master data,PRD-8665
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8461' not found in master data,PRD-8461
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8802' not found in master data,PRD-8802
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8390' not found in master data,PRD-8390
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8454' not found in master data,PRD-8454
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8146' not found in master data,PRD-8146
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8993' not found in master data,PRD-8993
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8743' not found in master data,PRD-8743
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8626' not found in master data,PRD-8626
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8784' not found in master data,PRD-8784
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8946' not found in master data,PRD-8946
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8634' not found in master data,PRD-8634
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8384' not found in master data,PRD-8384
